City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
651,Chaman,PK,68.22,few clouds,30.9236,66.4512,Niamat parda Center chaman
652,Brae,GB,45.77,overcast clouds,60.3964,-1.353,Busta House Hotel
653,Olbia,IT,51.85,scattered clouds,40.9214,9.4856,Hotel Maxim
657,Foshan,CN,75.24,overcast clouds,23.0268,113.1315,Crowne Plaza Foshan
660,Iquitos,PE,75.24,overcast clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
662,Kasangulu,CD,70.77,overcast clouds,-4.5911,15.1708,Hôtel le Relais
664,Flinders,AU,72.25,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
666,Esna,EG,53.96,clear sky,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
667,Freetown,SL,76.12,broken clouds,8.484,-13.2299,The Country Lodge Hotel
669,Acari,PE,74.08,light rain,-15.4311,-74.6158,HOSPEDAJE XIMENA
670,Valdepenas,ES,45.84,light rain,38.7621,-3.3848,Hotel Veracruz Plaza & Spa
672,Camana,PE,72.27,overcast clouds,-16.6228,-72.7111,Hostal Morales
673,Humaita,BR,74.43,light rain,-7.5061,-63.0208,Corrêa Hotel
674,Adzope,CI,71.37,moderate rain,6.1069,-3.8619,Hôtel AKL
682,Buta,CD,68.65,light rain,2.7858,24.73,HOTEL BISO NA BISO
683,Hirara,JP,75.47,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
684,Tanabe,JP,67.21,scattered clouds,33.7333,135.3667,美吉屋旅館
686,Waipawa,NZ,59.07,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
687,Gat,IL,47.08,overcast clouds,31.61,34.7642,OlusHome
688,Huarmey,PE,73.99,overcast clouds,-10.0681,-78.1522,Hotel Miramar
689,Wanning,CN,75.87,few clouds,18.8003,110.3967,Paradise Hotel
694,Beloha,MG,72.01,overcast clouds,-25.1667,45.05,
696,Betare Oya,CM,72.03,few clouds,5.6,14.0833,Auberge Tembina Betaré Oya
699,Swinford,IE,45.34,overcast clouds,53.95,-8.95,Deerpark Manor B&B
701,Manoel Urbano,BR,71.33,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
702,Le Vauclin,MQ,74.84,scattered clouds,14.5452,-60.8388,Hôtel Cap Macabou
704,Tabas,IR,70.63,overcast clouds,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
705,Axim,GH,74.12,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
709,Betioky,MG,74.32,overcast clouds,-23.7167,44.3833,Bungalows Acacias Hotel
710,Santa Rosalia,MX,69.82,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
712,Benghazi,LY,50.4,few clouds,32.1167,20.0667,Tibesti Hotel
718,Kalmunai,LK,77.09,overcast clouds,7.4167,81.8167,VS Villa
720,Lira,UG,66.51,broken clouds,2.235,32.9097,ST Lira Hotel Limited
722,Copiapo,CL,68.94,clear sky,-27.3667,-70.3333,Antay Casino Hotel
724,Madimba,TZ,76.19,broken clouds,-10.4,40.3333,
729,Ocampo,MX,64.18,clear sky,21.65,-101.5,Hotel Estancia del Vaquero
730,Umm Kaddadah,SD,67.57,clear sky,13.6017,26.6876,
735,Puerto Del Rosario,ES,64.15,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
736,Changde,CN,73.76,overcast clouds,29.0464,111.6783,Kangshida Hotel
740,Tezu,IN,75.2,clear sky,27.9167,96.1667,Circuit House
741,Semnan,IR,53.96,clear sky,35.5729,53.3971,Semnan Tourist Hotel
742,Buin,CL,75.74,clear sky,-33.7333,-70.75,Paihuen
743,Port Macquarie,AU,74.28,few clouds,-31.4333,152.9167,Rydges Port Macquarie
746,Anjozorobe,MG,62.06,overcast clouds,-18.4,47.8667,Mandritsara
747,Fukue,JP,64.76,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
749,Nara,JP,64.49,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
750,Tocopilla,CL,70.05,clear sky,-22.092,-70.1979,Hotel Galvarino
751,Taguatinga,BR,75.9,scattered clouds,-12.3857,-46.5711,
752,Eidsvag,NO,47.05,overcast clouds,62.7767,8.0668,Eidsvåg Fjordhotell
753,Ndele,CF,74.34,overcast clouds,8.4109,20.6473,
757,Darnah,LY,46.87,few clouds,32.767,22.6367,فندق الفردوس
760,Alamosa,US,46.38,clear sky,37.4695,-105.87,Best Western Alamosa Inn
761,Paramonga,PE,73.36,overcast clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
762,Cayenne,GF,75.09,light rain,4.9333,-52.3333,Hôtel Le Dronmi
771,Sao Felipe,BR,73.49,overcast clouds,-14.8167,-41.3833,
774,Winnemucca,US,51.85,few clouds,40.973,-117.7357,Winners Inn Casino
775,Jiazi,CN,73.76,clear sky,22.8779,116.067,Hotel Jin Hao
779,Maunabo,PR,76.82,clear sky,18.0072,-65.8993,Maunacaribe
781,Clarence Town,AU,76.95,scattered clouds,-32.5833,151.7833,River Downs Cottage
784,Tucupita,VE,70.68,broken clouds,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
786,Tianpeng,CN,68.47,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
788,Boralday,KZ,46.26,broken clouds,43.3578,76.8594,"Zhetysu, Too Zhetysu"
789,Ellisras,ZA,66.9,broken clouds,-23.6649,27.7443,Lapa le le guesthouse
790,Kibara,TZ,70.65,broken clouds,-2.15,33.45,
793,Hit,IQ,50.27,scattered clouds,33.6416,42.8251,صالون زيرو
794,Calatayud,ES,46.8,overcast clouds,41.3535,-1.6432,Globales Castillo de Ayud
797,Roseburg,US,53.71,overcast clouds,43.2165,-123.3417,"Holiday Inn Express Roseburg, an IHG Hotel"
798,Borazjan,IR,72.73,overcast clouds,29.2666,51.2159,شرکت زرمهریار شعبه سوم
799,Antofagasta,CL,63.68,broken clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
801,Port Hardy,CA,46.58,light intensity shower rain,50.6996,-127.4199,Airport Inn-Port Hardy
802,Kijang,KR,55.13,overcast clouds,35.2442,129.2139,Samyang Beach Villa
805,General Roca,AR,73.62,clear sky,-39.0333,-67.5833,Hotel El Recreo
807,Falam,MM,65.21,scattered clouds,22.9167,93.6833,Falang Government Guesthouse
810,Bull Savanna,JM,75.76,few clouds,17.8868,-77.5902,Big Red's
814,Saint-Leu,RE,76.32,light rain,-21.15,55.2833,La Caz Oceane
815,Sakakah,SA,51.01,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
816,Fort Walton Beach,US,51.01,clear sky,30.4058,-86.6188,Best Western Ft. Walton Beachfront
819,Uruzgan,AF,57.63,clear sky,32.8333,66.0,
822,Mizan Teferi,ET,62.92,overcast clouds,6.9833,35.5833,Hotel Salayish - ሳላይሽ ሆቴል
825,Harlingen,US,66.15,overcast clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
826,Hami,CN,52.29,overcast clouds,42.8,93.45,Laoyutang Resort
828,Doha,QA,69.78,mist,25.2867,51.5333,Movenpick Hotel Doha
830,Methven,NZ,67.01,clear sky,-43.6333,171.65,Brinkley Resort
831,Digha,IN,72.45,overcast clouds,21.6833,87.55,Khoniker Atithi
832,Harer,ET,59.38,clear sky,9.3094,42.1258,Amir Cultural Harari Guesthouse
835,Arica,CL,70.03,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
837,Umm Lajj,SA,65.01,clear sky,25.0213,37.2685,Moon light Furnished Units
839,Sechura,PE,76.55,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
842,Kingsland,US,48.9,clear sky,30.8,-81.6898,Microtel Inn & Suites by Wyndham Kingsland
843,Birao,CF,74.14,scattered clouds,10.2849,22.7882,
844,Togitsu,JP,66.18,fog,32.8333,129.85,Yasuda Ocean Hotel Togitsu
846,Anupgarh,IN,76.5,clear sky,29.1911,73.2086,Kushal & Vishal DTH Kappa Internet Service
847,Qandala,SO,76.51,clear sky,11.472,49.8728,
848,Miramar,US,70.02,broken clouds,25.9873,-80.2323,Stadium Hotel
849,Mandurah,AU,73.9,scattered clouds,-32.55,115.7,Atrium Hotel Mandurah
850,Chamba,IN,61.66,scattered clouds,32.5667,76.1333,NotOnMap - Rafi's House
852,Karera,IN,72.43,clear sky,25.4667,78.15,श्री हिमांशु जोशी (निवास)
857,Salinas,US,66.0,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
861,Araouane,ML,72.16,clear sky,18.9048,-3.5265,
863,Nishihara,JP,74.48,scattered clouds,26.1842,127.7558,Minshuku Agaihama
864,Beroroha,MG,73.89,overcast clouds,-21.6667,45.1667,
865,Lerwick,GB,46.4,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
866,Conceicao Do Araguaia,BR,73.96,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
869,Mount Hagen,PG,74.12,broken clouds,-5.8581,144.2274,Highlander Hotel & Apartments
870,Anta,IN,74.25,clear sky,25.15,76.3,Agnisaman Kendra
871,Vilhena,BR,69.46,moderate rain,-12.7406,-60.1458,Hotel Mirage
872,Cocachacra,PE,71.82,overcast clouds,-17.0883,-71.7575,Hospedaje - El Refugio
873,Boca Do Acre,BR,72.52,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
876,Hanmer Springs,NZ,67.19,few clouds,-42.5167,172.8167,The Chalets Motel
878,Phaltan,IN,71.47,clear sky,17.9833,74.4333,Hotel New Vijay
879,Puri,IN,73.92,few clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
880,Sidi Ali,DZ,54.46,overcast clouds,36.0998,0.4206,
881,Wattegama,LK,72.48,broken clouds,6.7989,81.4808,
883,Prudentopolis,BR,65.16,overcast clouds,-25.2131,-50.9778,Mayná Hotel Prudentópolis
884,Tres Arroyos,AR,58.78,clear sky,-38.3739,-60.2798,Habitacion Triple con baño y entrada privada
887,Navolato,MX,75.63,scattered clouds,24.7672,-107.6944,Cofradía de San pedro Navolato sinaloa
890,Atar,MR,71.13,clear sky,20.5169,-13.0499,Oumou Elghoura
892,Roald,NO,46.54,few clouds,62.5833,6.1333,Flem Cabins
894,Aketi,CD,68.85,overcast clouds,2.7388,23.7833,
899,Acapulco,MX,76.82,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
901,Saint-Joseph,RE,75.58,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
903,Namwala,ZM,63.95,overcast clouds,-15.7504,26.4384,Corner Point Lodge
